ONET_SOC_CODE,TASK_ID,TASK,TASK_TYPE,TASK_CLASSIFICATION,TASK_CLASSIFICATION_SCORE
37-2021.00,7974,Record work activities performed.,Core,remote,0.8752028942108154
37-2021.00,7975,"Inspect premises to identify infestation source and extent of damage to property, wall, or roof porosity and access to infested locations.",Core,remote,0.5323418974876404
37-2021.00,20759,Recommend treatment and prevention methods for pest problems to clients.,Core,remote,0.7735289335250854
37-2021.00,7976,"Spray or dust chemical solutions, powders, or gases into rooms, onto clothing, furnishings, or wood, or over marshlands, ditches, or catch basins.",Core,non-remote,0.5478681325912476
37-2021.00,7977,Clean work site after completion of job.,Core,remote,0.8311314582824707
37-2021.00,7979,Drive truck equipped with power spraying equipment.,Core,remote,0.884192168712616
37-2021.00,20760,"Measure area dimensions requiring treatment, calculate fumigant requirements, and estimate cost for service.",Core,remote,0.700089156627655
37-2021.00,7983,Study preliminary reports or diagrams of infested area and determine treatment type required to eliminate and prevent recurrence of infestation.,Core,remote,0.7655194997787476
37-2021.00,7978,"Direct, or assist other workers in, treatment or extermination processes to eliminate or control rodents, insects, or weeds.",Core,remote,0.8291155099868774
37-2021.00,7981,Post warning signs and lock building doors to secure area to be fumigated.,Supplemental,remote,0.5125105381011963
37-2021.00,7985,"Set mechanical traps, or place poisonous paste or bait in sewers, burrows, or ditches.",Supplemental,remote,0.7459149360656738
37-2021.00,7982,"Cut or bore openings in building or surrounding concrete, access infested areas, insert nozzle, and inject pesticide to impregnate ground.",Supplemental,remote,0.701953113079071
37-2021.00,7986,"Clean and remove blockages from infested areas to facilitate spraying procedures and provide drainage, using brooms, mops, shovels, or rakes.",Supplemental,remote,0.8504912853240967
37-3011.00,9594,Gather and remove litter.,Core,remote,0.8012773394584656
37-3011.00,9592,"Use hand tools, such as shovels, rakes, pruning saws, saws, hedge or brush trimmers, or axes.",Core,non-remote,0.7313361763954163
37-3011.00,20761,"Operate vehicles or powered equipment, such as mowers, tractors, twin-axle vehicles, snow blowers, chainsaws, electric clippers, sod cutters, or pruning saws.",Core,remote,0.5065732598304749
37-3011.00,9598,"Water lawns, trees, or plants, using portable sprinkler systems, hoses, or watering cans.",Core,remote,0.8685262799263
37-3011.00,9593,"Prune or trim trees, shrubs, or hedges, using shears, pruners, or chain saws.",Core,remote,0.7666108012199402
37-3011.00,9596,"Mix and spray or spread fertilizers, herbicides, or insecticides onto grass, shrubs, or trees, using hand or automatic sprayers or spreaders.",Core,remote,0.7098797559738159
37-3011.00,9591,"Care for established lawns by mulching, aerating, weeding, grubbing, removing thatch, or trimming or edging around flower beds, walks, or walls.",Core,remote,0.7397515773773193
37-3011.00,9601,"Follow planned landscaping designs to determine where to lay sod, sow grass, or plant flowers or foliage.",Core,remote,0.7933728098869324
37-3011.00,9599,Trim or pick flowers and clean flower beds.,Core,remote,0.8478145003318787
37-3011.00,9611,Attach wires from planted trees to support stakes.,Core,remote,0.8733070492744446
37-3011.00,9602,"Plant seeds, bulbs, foliage, flowering plants, grass, ground covers, trees, or shrubs, and apply mulch for protection, using gardening tools.",Core,remote,0.7853266000747681
37-3011.00,9589,"Mow or edge lawns, using power mowers or edgers.",Core,remote,0.9141318202018738
37-3011.00,9600,"Rake, mulch, and compost leaves.",Core,remote,0.907526433467865
37-3011.00,9603,Decorate gardens with stones or plants.,Core,remote,0.7186744809150696
37-3011.00,9606,Use irrigation methods to adjust the amount of water consumption and to prevent waste.,Supplemental,remote,0.7627419233322144
37-3011.00,9597,"Provide proper upkeep of sidewalks, driveways, parking lots, fountains, planters, burial sites, or other grounds features.",Supplemental,remote,0.6690195202827454
37-3011.00,9590,"Shovel snow from walks, driveways, or parking lots, and spread salt in those areas.",Supplemental,remote,0.8489903807640076
37-3011.00,9604,"Maintain irrigation systems, including winterizing the systems and starting them up in spring.",Supplemental,remote,0.6721587181091309
37-3011.00,9610,Plan or cultivate lawns or gardens.,Supplemental,remote,0.7574080228805542
37-3011.00,9595,"Maintain or repair tools, equipment, or structures, such as buildings, greenhouses, fences, or benches, using hand or power tools.",Supplemental,non-remote,0.5375880599021912
37-3011.00,9609,"Care for artificial turf fields, periodically removing the turf and replacing cushioning pads or vacuuming and disinfecting the turf after use to prevent the growth of harmful bacteria.",Supplemental,remote,0.7060061693191528
37-3011.00,9612,"Install rock gardens, ponds, decks, drainage systems, irrigation systems, retaining walls, fences, planters, or playground equipment.",Supplemental,remote,0.8417088985443115
37-3011.00,9605,"Care for natural turf fields, making sure the underlying soil has the required composition to allow proper drainage and to support the grasses.",Supplemental,remote,0.5443562865257263
37-3011.00,9608,Advise customers on plant selection or care.,Supplemental,remote,0.80827796459198
37-3011.00,9607,"Haul or spread topsoil, or spread straw over seeded soil to hold soil in place.",Supplemental,remote,0.5218824148178101
37-3011.00,9614,Build forms and mix and pour cement to form garden borders.,Supplemental,remote,0.6521832942962646
37-3012.00,11228,"Mix pesticides, herbicides, or fungicides for application to trees, shrubs, lawns, or botanical crops.",Core,remote,0.8007650375366211
37-3012.00,11227,"Fill sprayer tanks with water and chemicals, according to formulas.",Core,remote,0.8567760586738586
37-3012.00,11230,"Lift, push, and swing nozzles, hoses, and tubes to direct spray over designated areas.",Core,remote,0.9155046939849854
37-3012.00,20762,Identify lawn or plant diseases to determine the appropriate course of treatment.,Core,remote,0.8348242044448853
37-3012.00,11229,"Cover areas to specified depths with pesticides, applying knowledge of weather conditions, droplet sizes, elevation-to-distance ratios, and obstructions.",Core,remote,0.664069414138794
37-3012.00,11231,"Start motors and engage machinery, such as sprayer agitators or pumps or portable spray equipment.",Core,remote,0.897771954536438
37-3012.00,11232,"Connect hoses and nozzles selected according to terrain, distribution pattern requirements, types of infestations, and velocities.",Core,remote,0.9154335260391235
37-3012.00,11233,"Clean or service machinery to ensure operating efficiency, using water, gasoline, lubricants, or hand tools.",Core,non-remote,0.538163959980011
37-3012.00,11234,"Provide driving instructions to truck drivers to ensure complete coverage of designated areas, using hand and horn signals.",Supplemental,remote,0.8668203949928284
37-3012.00,11235,"Plant grass with seed spreaders, and operate straw blowers to cover seeded areas with mixtures of asphalt and straw.",Supplemental,remote,0.8443233370780945
37-3013.00,13120,"Operate shredding and chipping equipment, and feed limbs and brush into the machines.",Core,remote,0.8119590282440186
37-3013.00,13113,"Operate boom trucks, loaders, stump chippers, brush chippers, tractors, power saws, trucks, sprayers, and other equipment and tools.",Core,remote,0.698506772518158
37-3013.00,13116,"Cut away dead and excess branches from trees, or clear branches around power lines, using climbing equipment or buckets of extended truck booms, or chainsaws, hooks, handsaws, shears, and clippers.",Core,remote,0.6098809838294983
37-3013.00,13115,"Clean, sharpen, and lubricate tools and equipment.",Core,remote,0.8428173065185547
37-3013.00,13119,"Hoist tools and equipment to tree trimmers, and lower branches with ropes or block and tackle.",Core,remote,0.8313056826591492
37-3013.00,13114,"Climb trees, using climbing hooks and belts, or climb ladders to gain access to work areas.",Core,non-remote,0.8585371971130371
37-3013.00,13112,Supervise others engaged in tree trimming work and train lower-level employees.,Core,remote,0.7384932041168213
37-3013.00,13117,"Trim, top, and reshape trees to achieve attractive shapes or to remove low-hanging branches.",Core,remote,0.8626999258995056
37-3013.00,13121,Load debris and refuse onto trucks and haul it away for disposal.,Core,remote,0.834408700466156
37-3013.00,13122,Inspect trees to determine if they have diseases or pest problems.,Core,remote,0.8166072368621826
37-3013.00,13125,"Provide information to the public regarding trees, such as advice on tree care.",Core,remote,0.7967812418937683
37-3013.00,13128,"Trim jagged stumps, using saws or pruning shears.",Core,remote,0.864572286605835
37-3013.00,13126,"Clear sites, streets, and grounds of woody and herbaceous materials, such as tree stumps and fallen trees and limbs.",Core,remote,0.6862594485282898
37-3013.00,13124,"Collect debris and refuse from tree trimming and removal operations into piles, using shovels, rakes, or other tools.",Core,remote,0.7985261678695679
37-3013.00,13123,"Cable, brace, tie, bolt, stake, and guy trees and branches to provide support.",Core,remote,0.7143410444259644
37-3013.00,13131,"Plan and develop budgets for tree work, and estimate the monetary value of trees.",Supplemental,remote,0.6425663232803345
37-3013.00,13118,"Prune, cut down, fertilize, and spray trees as directed by tree surgeons.",Supplemental,remote,0.8542997241020203
37-3013.00,13127,"Remove broken limbs from wires, using hooked extension poles.",Supplemental,remote,0.8643075823783875
37-3013.00,13132,"Water, root-feed, and fertilize trees.",Supplemental,remote,0.8048679232597351
37-3013.00,13135,Scrape decayed matter from cavities in trees and fill holes with cement to promote healing and to prevent further deterioration.,Supplemental,remote,0.8347251415252686
37-3013.00,13130,"Spray trees to treat diseased or unhealthy trees, including mixing chemicals and calibrating spray equipment.",Supplemental,remote,0.7379710674285889
37-3013.00,13133,Apply tar or other protective substances to cut surfaces or seal surfaces and to protect them from fungi and insects.,Supplemental,remote,0.8136976361274719
37-3013.00,13129,"Transplant and remove trees and shrubs, and prepare trees for moving.",Supplemental,remote,0.841845691204071
37-3013.00,13136,"Split logs or wooden blocks into bolts, pickets, posts, or stakes, using hand tools such as ax wedges, sledgehammers, and mallets.",Supplemental,remote,0.6004906892776489
39-1013.00,23127,"Monitor game operations to ensure that house rules are followed, that tribal, state, and federal regulations are adhered to, and that employees provide prompt and courteous service.",Core,remote,0.6471208333969116
39-1013.00,23129,"Observe gamblers' behavior for signs of cheating, such as marking, switching, or counting cards, and notify security staff of suspected cheating.",Core,remote,0.6283447742462158
39-1013.00,23133,Perform paperwork required for monetary transactions.,Core,remote,0.6341696381568909
39-1013.00,23128,Respond to and resolve patrons' complaints.,Core,remote,0.751721978187561
39-1013.00,23132,Greet customers and ask about the quality of service they are receiving.,Core,remote,0.753782331943512
39-1013.00,23130,"Perform minor repairs or make adjustments to slot machines, resolving problems such as machine tilts and coin jams.",Core,remote,0.8683517575263977
39-1013.00,23135,Maintain familiarity with the games at a facility and with strategies or tricks used by cheaters at such games.,Core,non-remote,0.5722066760063171
39-1013.00,23131,Monitor payment of hand-delivered jackpots to ensure promptness.,Core,non-remote,0.6196355819702148
39-1013.00,23134,"Explain and interpret house rules, such as game rules or betting limits, for patrons.",Core,remote,0.6420171856880188
39-1013.00,23140,Establish and maintain banks and table limits for each game.,Core,remote,0.7623981833457947
39-1013.00,23136,Reset slot machines after payoffs.,Core,remote,0.9007533192634583
39-1013.00,23137,Answer patrons' questions about gaming machine functions and payouts.,Core,remote,0.8210586309432983
39-1013.00,23138,Record the specifics of malfunctioning machines and document malfunctions needing repair.,Core,remote,0.793495237827301
39-1013.00,23147,"Monitor patrons for signs of compulsive gambling, offering assistance if necessary.",Core,remote,0.6955013871192932
39-1013.00,23152,"Supervise the distribution of complimentary meals, hotel rooms, discounts, or other items given to players, based on length of play and amount bet.",Core,remote,0.8613258600234985
39-1013.00,23139,Report customer-related incidents occurring in gaming areas to supervisors.,Core,remote,0.7221813201904297
39-1013.00,23141,"Attach ""out of order"" signs to malfunctioning machines, and notify technicians when machines need to be repaired or removed.",Core,remote,0.8265810608863831
39-1013.00,23142,"Enforce safety rules, and report or remove safety hazards as well as guests who are underage, intoxicated, disruptive, or cheating.",Core,remote,0.7263850569725037
39-1013.00,23143,"Exchange currency for customers, converting currency into requested combinations of bills and coins.",Core,remote,0.8756882548332214
39-1013.00,23146,Evaluate workers' performance and prepare written performance evaluations.,Core,remote,0.8353135585784912
39-1013.00,23144,Monitor stations and games and move dealers from game to game to ensure adequate staffing.,Core,remote,0.8467302322387695
39-1013.00,23145,Clean and maintain slot machines and surrounding areas.,Core,remote,0.7770323753356934
39-1013.00,23149,Monitor functioning of slot machine coin dispensers and fill coin hoppers when necessary.,Supplemental,remote,0.8755248188972473
39-1013.00,23148,"Record, issue receipts for, and pay off bets.",Supplemental,remote,0.7801709175109863
39-1013.00,23150,Determine how many gaming tables to open each day and schedule staff accordingly.,Supplemental,remote,0.8348056077957153
39-1013.00,23151,Direct workers compiling summary sheets for each race or event to record amounts wagered and amounts to be paid to winners.,Supplemental,non-remote,0.774237871170044
39-1013.00,23154,"Establish policies on types of gambling offered, odds, or extension of credit.",Supplemental,remote,0.7631251215934753
39-1013.00,23153,"Review operational expenses, budget estimates, betting accounts, or collection reports for accuracy.",Supplemental,remote,0.7320023775100708
39-1013.00,23155,Interview and hire workers.,,remote,0.7415373921394348
39-1013.00,23156,"Train, supervise, schedule, and evaluate workers.",,remote,0.8403533101081848
39-1014.00,23157,Analyze and record personnel or operational data and write related activity reports.,,remote,0.8765464425086975
39-1014.00,23158,Apply customer feedback to service improvement efforts.,,remote,0.8156437277793884
39-1014.00,23159,"Assign work schedules, following work requirements, to ensure quality and timely delivery of service.",,remote,0.8820809721946716
39-1014.00,23160,Collaborate with staff members to plan or develop programs of events or schedules of activities.,,remote,0.76847243309021
39-1014.00,23161,Direct or coordinate the activities of entertainment and recreation related workers.,,remote,0.8216952681541443
39-1014.00,23162,Furnish customers with information on events or activities.,,remote,0.8890973329544067
39-1014.00,23163,Inform workers about interests or special needs of specific groups.,,remote,0.8551507592201233
39-1014.00,23164,Inspect work areas or operating equipment to ensure conformance to established standards in areas such as cleanliness or maintenance.,,remote,0.7120914459228516
39-1014.00,23165,Meet with managers or other supervisors to stay informed of changes affecting workers or operations.,,remote,0.5846841335296631
39-1014.00,23166,Observe and evaluate workers' appearance and performance to ensure quality service and compliance with specifications.,,remote,0.7117684483528137
39-1014.00,23167,Participate in continuing education to stay abreast of industry trends and developments.,,remote,0.7653626203536987
39-1014.00,23168,"Plan, direct, or supervise recreational and entertainment activities led by staff, such as sports, aquatics, games, or performing arts.",,remote,0.6067326664924622
39-1014.00,23169,Provide staff with assistance in performing difficult or complicated duties.,,remote,0.8742882609367371
39-1014.00,23170,Recruit and hire staff members.,,remote,0.6877111196517944
39-1014.00,23171,"Requisition supplies and equipment necessary for workers to facilitate recreational or entertainment activities, such as safety harnesses, flash lights, or first aid kits.",,remote,0.7332911491394043
39-1014.00,23172,Resolve customer complaints regarding worker performance or services rendered.,,remote,0.8862918615341187
39-1014.00,23173,Serve as a point of contact between managerial staff and leaders of recreational or entertainment activities.,,remote,0.8140013813972473
39-1014.00,23174,Take disciplinary action to address performance problems.,,non-remote,0.5515334010124207
39-1014.00,23175,Train workers in proper operational procedures and functions and explain company policies.,,remote,0.6248293519020081
39-1022.00,13140,Train workers in proper operational procedures and functions and explain company policies.,Core,remote,0.6248293519020081
39-1022.00,13142,Meet with managers or other supervisors to stay informed of changes affecting operations.,Core,remote,0.5596885681152344
39-1022.00,13138,"Assign work schedules, following work requirements, to ensure quality and timely delivery of service.",Core,remote,0.8820809721946716
39-1022.00,13151,Recruit and hire staff members.,Core,remote,0.6877111196517944
39-1022.00,13145,Resolve customer complaints regarding worker performance or services rendered.,Core,remote,0.8862918615341187
39-1022.00,13150,Take disciplinary action to address performance problems.,Core,non-remote,0.5515334010124207
39-1022.00,13139,Inspect work areas or operating equipment to ensure conformance to established standards in areas such as cleanliness or maintenance.,Core,remote,0.7120914459228516
39-1022.00,23179,Investigate employee complaints and resolve problems following management rules and regulations.,Core,remote,0.7074434757232666
39-1022.00,13141,Observe and evaluate workers' appearance and performance to ensure quality service and compliance with specifications.,Core,remote,0.7117684483528137
39-1022.00,23177,"Direct or coordinate the activities of workers, such as hotel staff or hair stylists.",Core,remote,0.9062593579292297
39-1022.00,13152,Participate in continuing education to stay abreast of industry trends and developments.,Core,remote,0.7653626203536987
39-1022.00,23178,"Inform management about problems, such as employee disputes.",Core,remote,0.8402318954467773
39-1022.00,23176,Arrange worker breaks to ensure services are adequately staffed throughout each shift.,Core,remote,0.7975061535835266
39-1022.00,20763,Apply customer feedback to service improvement efforts.,Core,remote,0.8156437277793884
39-1022.00,13143,Inform workers about interests or special needs of specific groups.,Core,remote,0.8551507592201233
39-1022.00,13146,"Requisition necessary supplies, equipment, or services.",Core,remote,0.807610273361206
39-1022.00,13154,"Direct marketing, advertising, or other customer recruitment efforts.",Supplemental,remote,0.8381732106208801
39-2011.00,7989,Cue or signal animals during performances.,Core,remote,0.6585922837257385
39-2011.00,7993,Talk to or interact with animals to familiarize them to human voices or contact.,Core,remote,0.8615539073944092
39-2011.00,20593,"Conduct training programs to develop or maintain desired animal behaviors for competition, entertainment, obedience, security, riding, or related purposes.",Core,remote,0.7986461520195007
39-2011.00,7992,"Feed or exercise animals or provide other general care, such as cleaning or maintaining holding or performance areas.",Core,remote,0.7738466262817383
39-2011.00,7988,Observe animals' physical conditions to detect illness or unhealthy conditions requiring medical care.,Core,remote,0.7135622501373291
39-2011.00,7991,"Evaluate animals to determine their temperaments, abilities, or aptitude for training.",Core,remote,0.8726434111595154
39-2011.00,7990,Administer prescribed medications to animals.,Core,remote,0.7886297702789307
39-2011.00,7995,"Keep records documenting animal health, diet, or behavior.",Core,remote,0.7505782246589661
39-2011.00,20594,Evaluate animals for trainability and ability to perform.,Core,remote,0.8678544759750366
39-2011.00,7996,Advise animal owners regarding the purchase of specific animals.,Core,remote,0.7838848233222961
39-2011.00,7998,"Train horses or other equines for riding, harness, show, racing, or other work, using knowledge of breed characteristics, training methods, performance standards, and the peculiarities of each animal.",Supplemental,remote,0.7359254956245422
39-2011.00,7999,"Use oral, spur, rein, or hand commands to condition horses to carry riders or to pull horse-drawn equipment.",Supplemental,remote,0.5241950154304504
39-2011.00,8002,"Retrain horses to break bad habits, such as kicking, bolting, or resisting bridling or grooming.",Supplemental,remote,0.8170502781867981
39-2011.00,8001,Train dogs in human assistance or property protection duties.,Supplemental,remote,0.7716705203056335
39-2011.00,8004,Organize or conduct animal shows.,Supplemental,remote,0.7536041736602783
39-2021.00,5072,Feed and water animals according to schedules and feeding instructions.,Core,remote,0.8837417364120483
39-2021.00,5077,"Provide treatment to sick or injured animals, or contact veterinarians to secure treatment.",Core,remote,0.8141918778419495
39-2021.00,5075,"Examine and observe animals to detect signs of illness, disease, or injury.",Core,remote,0.6736817955970764
39-2021.00,5082,"Mix food, liquid formulas, medications, or food supplements according to instructions, prescriptions, and knowledge of animal species.",Core,remote,0.8392617702484131
39-2021.00,20132,"Do facility laundry and clean, organize, maintain, and disinfect animal quarters, such as pens and stables, and equipment, such as saddles and bridles.",Core,remote,0.7317033410072327
39-2021.00,5080,Exercise animals to maintain their physical and mental health.,Core,remote,0.8566312789916992
39-2021.00,5078,"Collect and record animal information, such as weight, size, physical condition, treatments received, medications given, and food intake.",Core,remote,0.8481020331382751
39-2021.00,5076,"Respond to questions from patrons, and provide information about animals, such as behavior, habitat, breeding habits, or facility activities.",Core,remote,0.7346331477165222
39-2021.00,5074,Answer telephones and schedule appointments.,Core,remote,0.9555829763412476
39-2021.00,21150,Advise pet owners on how to care for their pets' health.,Core,remote,0.789117693901062
39-2021.00,5079,"Perform animal grooming duties, such as washing, brushing, clipping, and trimming coats, cutting nails, and cleaning ears.",Core,remote,0.9025209546089172
39-2021.00,5085,Observe and caution children petting and feeding animals in designated areas to ensure the safety of humans and animals.,Supplemental,remote,0.5753332376480103
39-2021.00,5083,Clean and disinfect surgical equipment.,Supplemental,remote,0.8194873929023743
39-2021.00,5086,Find homes for stray or unwanted animals.,Supplemental,remote,0.7783194780349731
39-2021.00,5084,Discuss with clients their pets' grooming needs.,Supplemental,remote,0.8842878341674805
39-2021.00,5089,"Transfer animals between enclosures to facilitate breeding, birthing, shipping, or rearrangement of exhibits.",Supplemental,remote,0.8744959831237793
39-2021.00,5087,"Adjust controls to regulate specified temperature and humidity of animal quarters, nurseries, or exhibit areas.",Supplemental,remote,0.8989531993865967
39-2021.00,5088,"Anesthetize and inoculate animals, according to instructions.",Supplemental,remote,0.8561915755271912
39-2021.00,5090,"Install, maintain, and repair animal care facility equipment, such as infrared lights, feeding devices, and cages.",Supplemental,remote,0.7838968634605408
39-2021.00,5091,Train animals to perform certain tasks.,Supplemental,remote,0.6975572109222412
39-2021.00,5081,"Order, unload, and store feed and supplies.",Supplemental,remote,0.7909660935401917
39-2021.00,5093,Sell pet food and supplies.,Supplemental,remote,0.8652750253677368
39-3011.00,4446,Pay winnings or collect losing bets as established by the rules and procedures of a specific game.,Core,remote,0.7904142737388611
39-3011.00,21151,Greet customers and make them feel welcome.,Core,remote,0.7221329808235168
39-3011.00,4445,Exchange paper currency for playing chips or coin money.,Core,remote,0.8820821046829224
39-3011.00,4449,Check to ensure that all players have placed bets before play begins.,Core,remote,0.8600941896438599
39-3011.00,4451,Inspect cards and equipment to be used in games to ensure that they are in good condition.,Core,remote,0.7470906376838684
39-3011.00,4447,"Deal cards to house hands, and compare these with players' hands to determine winners, as in black jack.",Core,remote,0.9038106799125671
39-3011.00,4450,Stand behind a gaming table and deal the appropriate number of cards to each player.,Core,non-remote,0.6122502088546753
39-3011.00,4455,"Apply rule variations to card games such as poker, in which players bet on the value of their hands.",Core,remote,0.864599347114563
39-3011.00,4456,"Receive, verify, and record patrons' cash wagers.",Core,remote,0.8407577276229858
39-3011.00,4448,"Conduct gambling games, such as dice, roulette, cards, or keno, following all applicable rules and regulations.",Core,remote,0.7928385138511658
39-3011.00,4459,"Work as part of a team of dealers in games, such as baccarat or craps.",Core,non-remote,0.6035457849502563
39-3011.00,4452,"Start and control games and gaming equipment, and announce winning numbers or colors.",Core,remote,0.9418094158172607
39-3011.00,4454,"Compute amounts of players' wins or losses, or scan winning tickets presented by patrons to calculate the amount of money won.",Core,remote,0.892248809337616
39-3011.00,4453,Open and close cash floats and game tables.,Core,remote,0.8822274208068848
39-3011.00,4457,Answer questions about game rules and casino policies.,Core,remote,0.8515686988830566
39-3011.00,4458,Refer patrons to gaming cashiers to collect winnings.,Core,remote,0.7547327280044556
39-3011.00,20133,Supervise staff and monitor gambling tables to ensure security of the game.,Supplemental,remote,0.7801305651664734
39-3011.00,4461,Seat patrons at gaming tables.,Supplemental,remote,0.8085324764251709
39-3011.00,4464,Train new dealers.,Supplemental,remote,0.7204579710960388
39-3011.00,4462,Prepare collection reports for submission to supervisors.,Supplemental,remote,0.7899231314659119
39-3011.00,4460,Participate in games for gambling establishments to provide the minimum complement of players at a table.,Supplemental,remote,0.7772271633148193
39-3012.00,8007,"Collect bets in the form of cash or chips, verifying and recording amounts.",Core,remote,0.8115447163581848
39-3012.00,8008,Collect cards or tickets from players.,Core,remote,0.6676943302154541
39-3012.00,20596,"Compute and verify amounts won or lost, paying out winnings or referring patrons to workers, such as gaming cashiers, so that winnings can be collected.",Core,remote,0.8613932728767395
39-3012.00,8009,Answer questions about game rules or casino policies.,Core,remote,0.855567455291748
39-3012.00,8012,"Conduct gambling tables or games, such as dice, roulette, cards, or keno, and ensure that game rules are followed.",Supplemental,remote,0.8139883279800415
39-3012.00,8020,"Operate games in which players bet that a ball will come to rest in a particular slot on a rotating wheel, performing actions such as spinning the wheel and releasing the ball.",Supplemental,remote,0.6144424676895142
39-3012.00,8016,Exchange paper currency for playing chips or coins.,Supplemental,remote,0.8624390363693237
39-3012.00,8010,Compare the house hand with players' hands to determine the winner.,Supplemental,remote,0.8381631374359131
39-3012.00,8017,Open or close cash floats or game tables.,Supplemental,remote,0.8353972434997559
39-3012.00,8014,Pay off or move bets as established by game rules and procedures.,Supplemental,remote,0.8215802311897278
39-3012.00,8018,Start gaming equipment that randomly selects numbered balls and announce winning numbers and colors.,Supplemental,remote,0.8828815221786499
39-3012.00,8011,Check to ensure that all players have placed their bets before play begins.,Supplemental,remote,0.8754822015762329
39-3012.00,8015,Inspect cards or equipment to be used in games to ensure they are in proper condition.,Supplemental,remote,0.7425299286842346
39-3012.00,8019,Record the number of tickets cashed and the amount paid out after each race or event.,Supplemental,remote,0.817820131778717
39-3012.00,8013,Prepare collection reports for submission to supervisors.,Supplemental,remote,0.7899231314659119
39-3012.00,8023,"Deliver tickets, cards, and money to bingo callers.",Supplemental,remote,0.9160385727882385
39-3012.00,8026,"Sell food, beverages, or tobacco to players.",Supplemental,remote,0.8946666121482849
39-3012.00,8021,Supervise staff and games and mediate disputes.,Supplemental,remote,0.8285821676254272
39-3021.00,8030,Monitor operations to ensure that standards for sound and image projection quality are met.,Core,remote,0.8447892069816589
39-3021.00,8029,Start projectors and open shutters to project images onto screens.,Core,remote,0.9238730072975159
39-3021.00,8040,Open and close facilities according to rules and schedules.,Core,remote,0.7680501937866211
39-3021.00,8031,Operate equipment to show films in a number of theaters simultaneously.,Core,remote,0.5302886962890625
39-3021.00,21201,"Perform regular maintenance tasks, such as rotating or replacing xenon bulbs, cleaning projectors and lenses, lubricating machinery, and keeping electrical contacts clean and tight.",Core,remote,0.8389116525650024
39-3021.00,8034,"Set up and adjust picture projectors and screens to achieve proper size, illumination, and focus of images, and proper volume and tone of sound.",Core,remote,0.8700175881385803
39-3021.00,8035,Inspect projection equipment prior to operation to ensure proper working order.,Core,remote,0.793718159198761
39-3021.00,8039,"Perform minor repairs, such as replacing worn sprockets, or notify maintenance personnel of the need for major repairs.",Core,remote,0.8826698064804077
39-3021.00,8042,Set up and inspect curtain and screen controls.,Core,remote,0.9068437814712524
39-3021.00,8046,"Coordinate equipment operation with presentation of supplemental material, such as music, oral commentaries, or sound effects.",Core,remote,0.8705664873123169
39-3021.00,21202,Clean the projection booth.,Core,remote,0.7664085030555725
39-3021.00,8033,Inspect movie films to ensure that they are complete and in good condition.,Supplemental,remote,0.788596510887146
39-3021.00,8044,Remove full take-up reels and run film through rewinding machines to rewind projected films so they may be shown again.,Supplemental,remote,0.6467139720916748
39-3021.00,8047,"Install and connect auxiliary equipment, such as microphones, amplifiers, disc playback machines, and lights.",Supplemental,remote,0.8006795048713684
39-3021.00,8041,Observe projector operation to anticipate need to transfer operations from one projector to another.,Supplemental,remote,0.8062783479690552
39-3021.00,8048,"Prepare film inspection reports, attendance sheets, and log books.",Supplemental,remote,0.7951027750968933
39-3021.00,8032,"Splice separate film reels, advertisements, and movie trailers together to form a feature-length presentation on one continuous reel.",Supplemental,remote,0.8445864915847778
39-3031.00,5096,Greet patrons attending entertainment events.,Core,remote,0.7505468726158142
39-3031.00,20764,"Sell or collect admission tickets, passes, or facility memberships from patrons at entertainment events.",Core,remote,0.7825509309768677
39-3031.00,20765,Clean facilities.,Core,remote,0.8328147530555725
39-3031.00,5103,Settle seating disputes or help solve other customer concerns.,Core,remote,0.8949538469314575
39-3031.00,5097,"Examine tickets or passes to verify authenticity, using criteria such as color or date issued.",Core,remote,0.7977206110954285
39-3031.00,5100,"Provide assistance with patrons' special needs, such as helping those with wheelchairs.",Core,remote,0.7673879265785217
39-3031.00,5098,Guide patrons to exits or provide other instructions or assistance in case of emergency.,Core,remote,0.710028350353241
39-3031.00,5102,Refuse admittance to undesirable persons or persons without tickets or passes.,Core,remote,0.5626882314682007
39-3031.00,20766,Assist patrons by giving directions to points in or outside of the facility or providing information about local attractions.,Core,remote,0.7528697848320007
39-3031.00,5104,"Assist patrons in finding seats, lighting the way with flashlights, if necessary.",Core,remote,0.7227420210838318
39-3031.00,5099,Maintain order and ensure adherence to safety rules.,Core,remote,0.7974846959114075
39-3031.00,5105,Search for lost articles or for parents of lost children.,Core,remote,0.7989422082901001
39-3031.00,5107,Operate refreshment stands during intermission or obtain refreshments for press box patrons during performances.,Supplemental,remote,0.6494531035423279
39-3031.00,5106,Count and record number of tickets collected.,Supplemental,remote,0.7426508069038391
39-3031.00,20767,Lead tours and answer visitors' questions about the exhibits.,Supplemental,remote,0.6355097889900208
39-3031.00,5112,Manage inventory or sale of artist merchandise.,Supplemental,remote,0.7942053079605103
39-3031.00,5108,Verify credentials of patrons desiring entrance into press box and permit only authorized persons to enter.,Supplemental,remote,0.6113775968551636
39-3031.00,5109,Distribute programs to patrons.,Supplemental,remote,0.9079126119613647
39-3031.00,5113,Give door checks to patrons who are temporarily leaving establishments.,Supplemental,remote,0.8285323977470398
39-3031.00,5114,Manage informational kiosks or displays of event signs or posters.,Supplemental,remote,0.8442176580429077
39-3031.00,5111,Work with others to change advertising displays.,Supplemental,remote,0.9239322543144226
